Name ,Id ,Number  of  calls ,Min  time ,Max  time ,Average  time
assignment ,485 ,8 ,0.000001 ,0.000001 ,0.000000125000000
assignment ,486 ,8 ,0.000005 ,0.000009 ,0.000001125000000
is_true_jmp_up ,487 ,40 ,0.000000 ,0.000002 ,0.000000050000000
this_binding ,488 ,40 ,0.000001 ,0.000001 ,0.000000025000000
assignment ,489 ,40 ,0.000004 ,0.000008 ,0.000000200000000
prop_getter ,490 ,40 ,0.000002 ,0.000005 ,0.000000125000000
prop_getter ,491 ,40 ,0.000006 ,0.000012 ,0.000000300000000
assignment ,492 ,40 ,0.000005 ,0.000011 ,0.000000275000000
assignment ,493 ,40 ,0.000005 ,0.000012 ,0.000000300000000
assignment ,494 ,40 ,0.000001 ,0.000005 ,0.000000125000000
prop_getter ,495 ,40 ,0.000007 ,0.000014 ,0.000000350000000
multiplication ,496 ,40 ,0.000001 ,0.000004 ,0.000000100000000
assignment ,497 ,40 ,0.000001 ,0.000003 ,0.000000075000000
prop_getter ,498 ,40 ,0.000007 ,0.000030 ,0.000000750000000
assignment ,499 ,40 ,0.000001 ,0.000003 ,0.000000075000000
prop_getter ,500 ,40 ,0.000007 ,0.000013 ,0.000000325000000
multiplication ,501 ,40 ,0.000001 ,0.000005 ,0.000000125000000
assignment ,502 ,40 ,0.000001 ,0.000003 ,0.000000075000000
prop_getter ,503 ,40 ,0.000007 ,0.000032 ,0.000000800000000
assignment ,504 ,40 ,0.000001 ,0.000003 ,0.000000075000000
prop_getter ,505 ,40 ,0.000007 ,0.000013 ,0.000000325000000
multiplication ,506 ,40 ,0.000001 ,0.000003 ,0.000000075000000
addition ,507 ,40 ,0.000002 ,0.000007 ,0.000000175000000
assignment ,508 ,40 ,0.000001 ,0.000003 ,0.000000075000000
prop_getter ,509 ,40 ,0.000007 ,0.000014 ,0.000000350000000
assignment ,510 ,40 ,0.000001 ,0.000003 ,0.000000075000000
prop_getter ,511 ,40 ,0.000007 ,0.000013 ,0.000000325000000
multiplication ,512 ,40 ,0.000001 ,0.000003 ,0.000000075000000
addition ,513 ,40 ,0.000002 ,0.000007 ,0.000000175000000
multiplication ,514 ,40 ,0.000001 ,0.000003 ,0.000000075000000
addition ,515 ,40 ,0.000012 ,0.000094 ,0.000002350000000
assignment ,516 ,40 ,0.000005 ,0.000011 ,0.000000275000000
assignment ,517 ,40 ,0.000004 ,0.000010 ,0.000000250000000
assignment ,518 ,40 ,0.000001 ,0.000002 ,0.000000050000000
addition ,519 ,40 ,0.000002 ,0.000004 ,0.000000100000000
assignment ,520 ,40 ,0.000005 ,0.000011 ,0.000000275000000
is_true_jmp_up ,521 ,80 ,0.000001 ,0.000014 ,0.000000175000000
this_binding ,522 ,80 ,0.000000 ,0.000001 ,0.000000012500000
assignment ,523 ,80 ,0.000004 ,0.000008 ,0.000000100000000
prop_getter ,524 ,80 ,0.000002 ,0.000005 ,0.000000062500000
prop_getter ,525 ,80 ,0.000007 ,0.000014 ,0.000000175000000
assignment ,526 ,80 ,0.000005 ,0.000010 ,0.000000125000000
assignment ,527 ,80 ,0.000001 ,0.000008 ,0.000000100000000
prop_getter ,528 ,80 ,0.000007 ,0.000031 ,0.000000387500000
assignment ,529 ,80 ,0.000001 ,0.000021 ,0.000000262500000
prop_getter ,530 ,80 ,0.000007 ,0.000015 ,0.000000187500000
substraction ,531 ,80 ,0.000001 ,0.000003 ,0.000000037500000
assignment ,532 ,80 ,0.000005 ,0.000026 ,0.000000325000000
assignment ,533 ,80 ,0.000001 ,0.000003 ,0.000000037500000
prop_getter ,534 ,80 ,0.000007 ,0.000014 ,0.000000175000000
assignment ,535 ,80 ,0.000001 ,0.000003 ,0.000000037500000
prop_getter ,536 ,80 ,0.000007 ,0.000030 ,0.000000375000000
substraction ,537 ,80 ,0.000001 ,0.000008 ,0.000000100000000
assignment ,538 ,80 ,0.000005 ,0.000047 ,0.000000587500000
assignment ,539 ,80 ,0.000001 ,0.000003 ,0.000000037500000
prop_getter ,540 ,80 ,0.000007 ,0.000013 ,0.000000162500000
assignment ,541 ,80 ,0.000001 ,0.000003 ,0.000000037500000
prop_getter ,542 ,80 ,0.000007 ,0.000029 ,0.000000362500000
substraction ,543 ,80 ,0.000001 ,0.000005 ,0.000000062500000
assignment ,544 ,80 ,0.000005 ,0.000010 ,0.000000125000000
assignment ,545 ,80 ,0.000005 ,0.000010 ,0.000000125000000
prop_getter ,546 ,80 ,0.000012 ,0.000026 ,0.000000325000000
assignment ,547 ,80 ,0.000006 ,0.000032 ,0.000000400000000
multiplication ,551 ,80 ,0.000005 ,0.000011 ,0.000000137500000
assignment ,552 ,80 ,0.000005 ,0.000010 ,0.000000125000000
multiplication ,553 ,80 ,0.000005 ,0.000011 ,0.000000137500000
addition ,554 ,80 ,0.000002 ,0.000004 ,0.000000050000000
assignment ,555 ,80 ,0.000005 ,0.000010 ,0.000000125000000
multiplication ,556 ,80 ,0.000005 ,0.000019 ,0.000000237500000
addition ,557 ,160 ,0.000000 ,0.000080 ,0.000000500000000
assignment ,559 ,80 ,0.000005 ,0.000011 ,0.000000137500000
assignment ,560 ,80 ,0.000001 ,0.000003 ,0.000000037500000
prop_getter ,561 ,80 ,0.000007 ,0.000014 ,0.000000175000000
assignment ,562 ,80 ,0.000001 ,0.000028 ,0.000000350000000
prop_getter ,563 ,80 ,0.000007 ,0.000038 ,0.000000475000000
multiplication ,564 ,80 ,0.000001 ,0.000003 ,0.000000037500000
division ,565 ,80 ,0.000006 ,0.000063 ,0.000000787500000
substraction ,566 ,80 ,0.000011 ,0.000034 ,0.000000425000000
assignment ,567 ,80 ,0.000005 ,0.000011 ,0.000000137500000
jmp_down ,568 ,120 ,0.000001 ,0.000021 ,0.000000175000000
assignment ,569 ,120 ,0.000005 ,0.000011 ,0.000000091666667
less_than ,570 ,120 ,0.000006 ,0.000020 ,0.000000166666667
is_true_jmp_up ,571 ,40 ,0.000000 ,0.000001 ,0.000000025000000
jmp_down ,572 ,48 ,0.000009 ,0.000017 ,0.000000354166667
assignment ,573 ,48 ,0.000004 ,0.000009 ,0.000000187500000
less_than ,574 ,48 ,0.000006 ,0.000018 ,0.000000375000000
is_true_jmp_up ,575 ,16 ,0.000006 ,0.000007 ,0.000000437500000
func_expr_n ,577 ,1 ,0.000006 ,0.000006 ,0.000006000000000
prop_setter ,578 ,1 ,0.000025 ,0.000025 ,0.000025000000000
assignment ,579 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,580 ,1 ,0.000007 ,0.000007 ,0.000007000000000
assignment ,581 ,1 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,582 ,1 ,0.000008 ,0.000008 ,0.000008000000000
is_true_jmp_up ,583 ,4 ,0.000001 ,0.000001 ,0.000000250000000
var_decl ,589 ,4 ,0.000007 ,0.000008 ,0.000002000000000
var_decl ,590 ,4 ,0.000005 ,0.000006 ,0.000001500000000
meta ,593 ,4 ,0.000000 ,0.000001 ,0.000000250000000
meta ,595 ,4 ,0.000001 ,0.000001 ,0.000000250000000
meta ,597 ,4 ,0.000001 ,0.000001 ,0.000000250000000
meta ,599 ,4 ,0.000000 ,0.000001 ,0.000000250000000
meta ,601 ,4 ,0.000001 ,0.000001 ,0.000000250000000
meta ,602 ,4 ,0.000000 ,0.000000 ,0.000000000000000
assignment ,604 ,4 ,0.000005 ,0.000007 ,0.000001750000000
assignment ,605 ,4 ,0.000007 ,0.000010 ,0.000002500000000
assignment ,606 ,4 ,0.000000 ,0.000005 ,0.000001250000000
multiplication ,607 ,4 ,0.000002 ,0.000002 ,0.000000500000000
assignment ,608 ,4 ,0.000006 ,0.000008 ,0.000002000000000
assignment ,609 ,4 ,0.000005 ,0.000007 ,0.000001750000000
prop_getter ,610 ,4 ,0.000007 ,0.000008 ,0.000002000000000
assignment ,611 ,4 ,0.000004 ,0.000005 ,0.000001250000000
addition ,614 ,4 ,0.000050 ,0.000055 ,0.000013750000000
assignment ,615 ,4 ,0.000006 ,0.000007 ,0.000001750000000
assignment ,616 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,617 ,4 ,0.000005 ,0.000006 ,0.000001500000000
is_true_jmp_up ,618 ,4500 ,0.000001 ,0.000026 ,0.000000005777778
assignment ,619 ,4500 ,0.000004 ,0.000065 ,0.000000014444444
prop_getter ,620 ,4500 ,0.000007 ,0.000150 ,0.000000033333333
assignment ,621 ,4500 ,0.000004 ,0.000356 ,0.000000079111111
meta ,624 ,4500 ,0.000000 ,0.000012 ,0.000000002666667
jmp_down ,626 ,4504 ,0.000005 ,0.000078 ,0.000000017317940
assignment ,627 ,4504 ,0.000004 ,0.000108 ,0.000000023978686
less_than ,628 ,4504 ,0.000008 ,0.000054 ,0.000000011989343
is_true_jmp_up ,629 ,4 ,0.000001 ,0.000001 ,0.000000250000000
assignment ,630 ,4 ,0.000005 ,0.000006 ,0.000001500000000
prop_getter ,631 ,4 ,0.000007 ,0.000007 ,0.000001750000000
assignment ,632 ,4 ,0.000004 ,0.000014 ,0.000003500000000
addition ,635 ,4 ,0.000051 ,0.000062 ,0.000015500000000
assignment ,636 ,8 ,0.000001 ,0.000008 ,0.000001000000000
func_expr_n ,637 ,4 ,0.000006 ,0.000008 ,0.000002000000000
assignment ,639 ,4 ,0.000001 ,0.000001 ,0.000000250000000
jmp_down ,640 ,5 ,0.000013 ,0.000017 ,0.000003400000000
assignment ,641 ,5 ,0.000006 ,0.000008 ,0.000001600000000
assignment ,642 ,5 ,0.000001 ,0.000001 ,0.000000200000000
less_or_equal_than ,643 ,5 ,0.000003 ,0.000005 ,0.000001000000000
is_true_jmp_up ,644 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,645 ,1 ,0.000006 ,0.000006 ,0.000006000000000
unary_minus ,646 ,1 ,0.000001 ,0.000001 ,0.000001000000000
assignment ,647 ,1 ,0.000008 ,0.000008 ,0.000008000000000
assignment ,648 ,1 ,0.000006 ,0.000006 ,0.000006000000000
not_equal_value ,649 ,1 ,0.000009 ,0.000009 ,0.000009000000000
is_false_jmp_down ,656 ,2 ,0.000000 ,0.000001 ,0.000000500000000
